Name,Platform,Year,Genre,Publisher,Global_Sales
'Dragon Quest Monsters: Joker',DS,2006,Role-Playing,'Square Enix',1.78
'SpongeBob SquarePants: SuperSponge',PS,2001,Action,THQ,1.78
'The Getaway: Black Monday',PS2,2004,Action,'Sony Computer Entertainment',1.78
'Professor Layton and the Mask of Miracle',3DS,2011,Puzzle,Nintendo,1.78
'Just Cause 2',PS3,2010,Action,'Square Enix',1.78
'Dragon Dogma',PS3,2012,Role-Playing,Capcom,1.78
'The Legend of Zelda: The Wind Waker',WiiU,2013,Action,Nintendo,1.77
'50 Cent: Bulletproof',PS2,2005,Action,'Vivendi Games',1.77
'High School Musical: Sing It!',Wii,2007,Misc,'Disney Interactive Studios',1.77
'Wii Party U',WiiU,2013,Misc,Nintendo,1.77
'Madden NFL 25',PS3,2013,Sports,'Electronic Arts',1.77
'Final Fantasy II',SNES,1991,Role-Playing,Square,1.77
'Kirby 64: The Crystal Shards',N64,2000,Platform,Nintendo,1.77
'Dead or Alive 3',XB,2001,Fighting,'Microsoft Game Studios',1.77
'UFC 2009 Undisputed',PS3,2009,Fighting,THQ,1.77
'Metroid II: Return of Samus',GB,1991,Adventure,Nintendo,1.76
'WWF Attitude',PS,1998,Fighting,'Acclaim Entertainment',1.76
'The SpongeBob SquarePants Movie',PS2,2004,Platform,THQ,1.76
'Golden Sun',GBA,2001,Role-Playing,Nintendo,1.76
'Sonic the Hedgehog 3',GEN,1994,Platform,Sega,1.76
'Kid Icarus',NES,1986,Platform,Nintendo,1.76
'Def Jam: Fight for NY',PS2,2004,Fighting,'Electronic Arts',1.76
'Tom Clancy Ghost Recon',XB,2002,Shooter,Ubisoft,1.76
'State of Emergency',PS2,2002,Action,'Take-Two Interactive',1.76
'BioShock Infinite',PS3,2013,Shooter,'Take-Two Interactive',1.76
'Hitman: Absolution',X360,2012,Action,'Square Enix',1.76
'2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures',GBA,2007,Action,THQ,1.76
'Call of Duty: Black Ops 3',X360,2015,Shooter,Activision,1.76
'The Urbz: Sims in the City',PS2,2004,Simulation,'Electronic Arts',1.76
'FIFA Soccer 08',PS3,2007,Sports,'Electronic Arts',1.76
'Star Wars: Starfighter',PS2,2001,Simulation,Activision,1.76
'Madden NFL 2000',PS,1998,Sports,'Electronic Arts',1.75
'Kingdom Hearts',PS3,2013,Role-Playing,'Square Enix',1.75
'Star Wars: Battlefront',XB,2004,Shooter,Activision,1.75
'Pro Evolution Soccer',PS2,2001,Sports,'Konami Digital Entertainment',1.75
Crackdown,X360,2007,Shooter,'Microsoft Game Studios',1.75
Yoshi,NES,1991,Puzzle,Nintendo,1.75
'Disney Aladdin',SNES,1993,Platform,Capcom,1.75
'Kirby Adventure',NES,1993,Platform,Nintendo,1.75
'Cooking Mama 3: Shop & Chop',DS,2009,Simulation,'505 Games',1.75
'Dance Dance Revolution X',PS2,2008,Simulation,'Konami Digital Entertainment',1.75
'2 Games in 1: Disney Princess & The Lion King',GBA,2004,Misc,THQ,1.75
'Star Wars Episode I: The Phantom Menace',PS,1999,Adventure,LucasArts,1.74
'Xenosaga Episode I: Der Wille zur Macht',PS2,2002,Role-Playing,'Namco Bandai Games',1.74
'Portal 2',PS3,2011,Shooter,Valve,1.74
'The Beatles: Rock Band',Wii,2009,Misc,'MTV Games',1.74
'Forza Motorsport 6',XOne,2015,Racing,'Microsoft Game Studios',1.74
'Sonic Colors',Wii,2010,Platform,Sega,1.74
'Cruisn USA',N64,1996,Racing,Nintendo,1.74
'Madden NFL 99',PS,1998,Sports,'Electronic Arts',1.74
'Diablo III',PS4,2014,Role-Playing,Activision,1.74
'Uncharted: Golden Abyss',PSV,2011,Shooter,'Sony Computer Entertainment',1.74
Destiny,PS3,2014,Shooter,Activision,1.73
'SSX Tricky',PS2,2001,Sports,'Electronic Arts',1.73
Overwatch,PS4,2016,Shooter,Activision,1.73
'Twisted Metal III',PS,1998,Action,'989 Studios',1.73
'Harry Potter and the Sorcerer Stone',GB,2001,Action,'Electronic Arts',1.73
'Disney Infinity',Wii,2013,Action,'Disney Interactive Studios',1.73
'Crash Bandicoot: The Huge Adventure',GBA,2002,Platform,'Universal Interactive',1.73
Dishonored,X360,2012,Action,'Bethesda Softworks',1.73
'Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City',PS2,2003,Action,'Take-Two Interactive',1.72
'The Order: 1886',PS4,2015,Shooter,'Sony Computer Entertainment',1.72
'The Elder Scrolls Online',PS4,2015,Role-Playing,'Bethesda Softworks',1.72
'Call of Duty: World at War Final Fronts',PS2,2008,Shooter,Activision,1.72
'Imagine: Teacher',DS,2008,Simulation,Ubisoft,1.72
'Call of Duty: Modern Warfare 3',PC,2011,Shooter,Activision,1.72
'Madden NFL 2005',XB,2004,Sports,'Electronic Arts',1.72
'Star Ocean: Till The End of Time',PS2,2003,Role-Playing,Ubisoft,1.72
'The Sims 3: Late Night Expansion Pack',PC,2010,Simulation,'Electronic Arts',1.71
'Game Party 3',Wii,2009,Puzzle,'Warner Bros. Interactive Entertainment',1.71
'Toy Story 2: Buzz Lightyear to the Rescue!',PS,1998,Platform,Activision,1.71
'Deal or No Deal',DS,2007,Misc,Mindscape,1.71
'Ace Combat 5: The Unsung War',PS2,2004,Simulation,'Sony Computer Entertainment Europe',1.71
'Need for Speed Underground',XB,2003,Racing,'Electronic Arts',1.71
'Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS',DS,2006,Misc,Nintendo,1.71
'Tetris Worlds',GBA,2001,Puzzle,THQ,1.71
'Cabela Big Game Hunter 2010',Wii,2009,Sports,'Activision Value',1.7
'The Crew',PS4,2014,Racing,Ubisoft,1.7
'FIFA Soccer 10',PS2,2009,Sports,'Electronic Arts',1.7
'We Ski',Wii,2008,Sports,'Namco Bandai Games',1.7
'Personal Trainer: Math',DS,2007,Puzzle,Nintendo,1.7
'Kirby Return to Dreamland',Wii,2011,Platform,Nintendo,1.7
'Super Puyo Puyo',SNES,1993,Puzzle,Banpresto,1.7
'Ben 10: Protector of Earth',DS,2007,Action,D3Publisher,1.7
'NCAA Football 07',PS2,2006,Sports,'Electronic Arts',1.7
'SOCOM 3: U.S. Navy SEALs',PS2,2005,Shooter,'Sony Computer Entertainment',1.69
'NBA 2K15',XOne,2014,Sports,'Take-Two Interactive',1.69
'Saints Row 2',PS3,2008,Action,THQ,1.69
'Saints Row IV',X360,2013,Action,'Deep Silver',1.69
'Jampack Winter 99',PS,1999,Misc,'Sony Computer Entertainment',1.69
'Dragon Age: Origins',PS3,2009,Role-Playing,'Electronic Arts',1.69
'FIFA 16',X360,2015,Sports,'Electronic Arts',1.69
'WCW vs. nWo: World Tour',N64,1997,Fighting,THQ,1.69
'WCW/NWO Thunder',PS,1998,Fighting,THQ,1.69
'Harry Potter and the Sorcerer Stone',GBA,2001,Action,'Electronic Arts',1.69
'Need For Speed: Undercover',X360,2008,Racing,'Electronic Arts',1.69
'Dragon Ball Z: The Legacy of Goku',GBA,2002,Role-Playing,Infogrames,1.69
'Sid Meier Civilization V',PC,2010,Strategy,'Take-Two Interactive',1.69
'Resident Evil 4',GC,2005,Action,Capcom,1.69
'Call of Duty Black Ops: Declassified',PSV,2012,Action,Activision,1.69
'Star Wars Battlefront: Renegade Squadron',PSP,2007,Shooter,LucasArts,1.68
'World Championship Poker: Featuring Howard Lederer - All In',PS2,2006,Misc,'Oxygen Interactive',1.68
'NFL GameDay 98',PS,1997,Sports,'Sony Computer Entertainment',1.68
'LEGO Batman 2: DC Super Heroes',X360,2012,Action,'Warner Bros. Interactive Entertainment',1.68
'Yoshi Cookie',GB,1992,Puzzle,Nintendo,1.68
'Time Crisis',PS,1997,Shooter,'Namco Bandai Games',1.68
'The Sims: Superstar',PC,2003,Simulation,'Electronic Arts',1.68
'Star Wars The Clone Wars: Lightsaber Duels',Wii,2008,Action,LucasArts,1.68
MySims,Wii,2007,Simulation,'Electronic Arts',1.68
'Metroid Fusion',GBA,2002,Action,Nintendo,1.68
'Shaun White Snowboarding: Road Trip',Wii,2008,Sports,Ubisoft,1.67
'SSX 3',PS2,2003,Sports,'Electronic Arts',1.67
'Big Beach Sports',Wii,2008,Sports,THQ,1.67
'Madden NFL 2001',PS,2000,Sports,'Electronic Arts',1.67
'Fight Night Round 3',PS3,2006,Fighting,'Electronic Arts',1.67
Knack,PS4,2013,Platform,'Sony Computer Entertainment Europe',1.67
'Star Wars: Battlefront II',XB,2005,Shooter,Activision,1.67
'Disney DuckTales',NES,1989,Platform,Capcom,1.67
'Tony Hawk Pro Skater 3',PS,2001,Sports,Activision,1.67
'Monsters Inc.',GBA,2001,Adventure,THQ,1.67
'StarCraft II: Heart of the Swarm',PC,2013,Strategy,Activision,1.67
'PGR: Project Gotham Racing 2',XB,2003,Racing,'Microsoft Game Studios',1.67
'Spy Hunter',PS2,2001,Racing,'Midway Games',1.67
'NCAA Football 2004',PS2,2003,Sports,'Electronic Arts',1.67
'SpongeBob SquarePants: Battle for Bikini Bottom',PS2,2003,Platform,THQ,1.67
'Dying Light',PS4,2015,Action,'Warner Bros. Interactive Entertainment',1.66
'Heavenly Sword',PS3,2007,Action,'Sony Computer Entertainment',1.66
'Street Fighter II: Special Champion Edition',GEN,1992,Fighting,Sega,1.66
SSX,PS2,2000,Sports,'Electronic Arts',1.66
'Max Payne 3',X360,2012,Shooter,'Take-Two Interactive',1.66
'NBA Ballers',PS2,2004,Sports,'Midway Games',1.66
'Need for Speed Carbon',X360,2006,Racing,'Electronic Arts',1.66
'NBA Live 2003',PS2,2002,Sports,'Electronic Arts',1.66
'Dragon Ball Z: Budokai Tenkaichi',PS2,2005,Fighting,Atari,1.66
'Ms. Pac-Man',2600,1981,Puzzle,Atari,1.65
'Mario Party 6',GC,2004,Misc,Nintendo,1.65
'Super Scope 6',SNES,1991,Shooter,Nintendo,1.65
'Go Vacation',Wii,2011,Misc,'Namco Bandai Games',1.65
'Dragon Quest V: Tenkuu no Hanayome',PS2,2004,Role-Playing,'Enix Corporation',1.65
'Army of Two',X360,2008,Shooter,'Electronic Arts',1.65
'Dragon Quest IV: Chapters of the Chosen',DS,2007,Role-Playing,'Square Enix',1.64
'Kirby & the Amazing Mirror',GBA,2004,Platform,Nintendo,1.64
'LEGO Pirates of the Caribbean: The Video Game',Wii,2011,Action,'Disney Interactive Studios',1.64
'Dig Dug',2600,1982,Puzzle,Atari,1.64
'Tom Clancy Rainbow Six',PS,1999,Shooter,'Red Storm Entertainment',1.64
'Ghosts Goblins',NES,1986,Action,Capcom,1.64
'Tiger Woods PGA Tour 2003',PS2,2002,Sports,'Electronic Arts',1.64
'NBA Live 06 (All region sales)',PS2,2005,Sports,'Electronic Arts',1.64
'Prince of Persia: Warrior Within',PS2,2004,Action,Ubisoft,1.64
Kinectimals,X360,2010,Simulation,'Microsoft Game Studios',1.64
'Until Dawn',PS4,2015,Adventure,'Sony Computer Entertainment Europe',1.64
'ESPN NFL 2K5',XB,2004,Sports,Sega,1.63
'Viva Pinata',X360,2006,Simulation,'Microsoft Game Studios',1.63
Pikmin,GC,2001,Strategy,Nintendo,1.63
'Call of Duty: Black Ops',PC,N/A,Shooter,Activision,1.63
'Sonic Generations',PS3,2011,Platform,Sega,1.63
'Tiger Woods PGA Tour 2004',PS2,2003,Sports,'Electronic Arts',1.63
'Ape Escape',PS,1999,Platform,'Sony Computer Entertainment',1.63
'NBA 2K15',X360,2014,Sports,'Take-Two Interactive',1.63
'NCAA Football 2005',PS2,2004,Sports,'Electronic Arts',1.62
'Just Cause 2',X360,2010,Action,'Square Enix',1.62
'Rock Band',PS3,N/A,Misc,'Electronic Arts',1.62
'Tony Hawk American Wasteland (Old all region sales)',PS2,2005,Sports,Activision,1.62
Rage,X360,2011,Shooter,'Bethesda Softworks',1.62
'Mario Hoops 3 on 3',DS,2006,Sports,Nintendo,1.62
'Kirby Air Ride',GC,2003,Racing,Nintendo,1.62
'Sled Storm',PS,1998,Racing,'Electronic Arts',1.62
'Pokemon Battle Revolution',Wii,2006,Role-Playing,Nintendo,1.61
'NFL Street 2',PS2,2004,Sports,'Electronic Arts',1.61
'Gears of War: Judgment',X360,2013,Shooter,'Microsoft Game Studios',1.61
Baseball,GB,1989,Sports,Nintendo,1.61
'Yu-Gi-Oh! Duel Monsters',GB,1998,Strategy,'Konami Digital Entertainment',1.61
'Super Mario Strikers',GC,2005,Sports,Nintendo,1.61
'Buzz! The Music Quiz',PS2,2005,Misc,'Sony Computer Entertainment',1.61
'SpongeBob Atlantis SquarePantis',DS,2007,Action,THQ,1.61
'Far Cry 4',XOne,2014,Shooter,Ubisoft,1.61
'Dance Dance Revolution: Hottest Party 2',Wii,2008,Simulation,'Konami Digital Entertainment',1.6
'Moshi Monsters: Moshling Zoo',DS,2011,Misc,Activision,1.6
'Dollar Dash',PS2,2005,Action,'Take-Two Interactive',1.6
'Far Cry 2',X360,2008,Action,Ubisoft,1.6
'F-1 World Grand Prix',N64,1998,Racing,'Video System',1.6
'River Raid',2600,1981,Shooter,Activision,1.6
'Silent Hill',PS,1999,Action,'Konami Digital Entertainment',1.6
'Dragon Quest V: Hand of the Heavenly Bride',DS,2008,Role-Playing,'Square Enix',1.6
'No Man Sky',PS4,2016,Action,'Hello Games',1.6
'Sonic Heroes',GC,2003,Platform,Sega,1.6
'ESPN NBA 2K5',PS2,2004,Sports,'Global Star',1.59
Diablo,PC,1996,Role-Playing,Activision,1.59
'The Legend of Zelda: Twilight Princess',GC,2006,Action,Nintendo,1.59
'Soul Edge',PS,1996,Fighting,'Sony Computer Entertainment',1.59
'Devil May Cry 4',PS3,2008,Action,Capcom,1.59
'Mario Bros.',2600,1982,Platform,Atari,1.59
'Pro Evolution Soccer 2008',PS3,2007,Sports,'Konami Digital Entertainment',1.59
'SoulCalibur IV',X360,2008,Fighting,Ubisoft,1.59
'LEGO Harry Potter: Years 1-4',X360,2010,Action,'Warner Bros. Interactive Entertainment',1.59
'NASCAR 2000',PS,1999,Racing,'Electronic Arts',1.59
'Wolfenstein: The New Order',PS4,2014,Shooter,'Bethesda Softworks',1.58
'Carnival Games: Mini Golf',Wii,2008,Sports,'Take-Two Interactive',1.58
'Guitar Hero: On Tour Decades',DS,2008,Misc,Activision,1.58
'MySims Kingdom',DS,2008,Simulation,'Electronic Arts',1.58
'Jampack Summer 2K',PS,2000,Misc,'Sony Computer Entertainment',1.58
'Need for Speed: Most Wanted',X360,2012,Racing,'Electronic Arts',1.58
'Guitar Hero 5',Wii,2009,Misc,Activision,1.58
'High School Musical 3: Senior Year',DS,2008,Misc,'Disney Interactive Studios',1.58
'Kingdom Hearts 3D: Dream Drop Distance',3DS,2012,Action,'Square Enix',1.58
'Hannah Montana: Music Jam',DS,2007,Action,'Disney Interactive Studios',1.58
'Pokemon Mystery Dungeon: Explorers of Sky',DS,2009,Role-Playing,Nintendo,1.58
'Spyro 2: Season of Flame',GBA,2002,Platform,'Vivendi Games',1.58
'Pro Evolution Soccer 2010',PS2,2009,Sports,'Konami Digital Entertainment',1.57
'NCAA Football 2002',PS2,2001,Sports,'Electronic Arts',1.57
'Conflict: Desert Storm',PS2,2002,Shooter,'Gotham Games',1.57
'Mario Party 7',GC,2005,Misc,Nintendo,1.57
'Pro Evolution Soccer 2013',PS3,2012,Sports,'Konami Digital Entertainment',1.56
'Smuggler Run',PS2,2000,Racing,'Take-Two Interactive',1.56
'Fight Night Round 3',PS2,2006,Fighting,'Electronic Arts',1.56
'Donkey Kong Classics',NES,1988,Platform,Nintendo,1.56
'Twisted Metal',PS,1995,Action,'Sony Computer Entertainment',1.56
'Dark Souls III',PS4,2016,Role-Playing,'Namco Bandai Games',1.56
'Final Fight',SNES,1990,Action,Capcom,1.56
'Dragon Quest Monsters 2',GB,2001,Role-Playing,'Enix Corporation',1.56
'Pokemon Pinball: Ruby & Sapphire',GBA,2003,Misc,Nintendo,1.56
'LEGO Marvel Super Heroes',PS4,2013,Action,'Warner Bros. Interactive Entertainment',1.56
'Mafia II',X360,2010,Action,'Take-Two Interactive',1.55
Dishonored,PS3,2012,Action,'Bethesda Softworks',1.55
Stuntman,PS2,2002,Racing,Atari,1.55
'Tom Clancy Rainbow Six 3',XB,2003,Shooter,Ubisoft,1.55
'Active Life: Outdoor Challenge',Wii,2008,Sports,Atari,1.55
'BioShock 2',PS3,2010,Shooter,'Take-Two Interactive',1.55
'007: The World is not Enough',N64,2000,Action,'Electronic Arts',1.55
'Spider-Man 2: Enter: Electro',PS,2001,Action,Activision,1.55
'Watch Dogs',XOne,2014,Action,Ubisoft,1.55
'Star Wars: The Force Unleashed II',PS3,2010,Action,LucasArts,1.55
'Ni no Kuni: Wrath of the White Witch',PS3,2011,Role-Playing,'Namco Bandai Games',1.55
'Command & Conquer: Tiberian Sun',PC,1999,Strategy,'Westwood Studios',1.55
'LEGO Battles: Ninjago',DS,2011,Strategy,'Warner Bros. Interactive Entertainment',1.55
'Mario Party 10',WiiU,2015,Misc,Nintendo,1.55
'Dead Rising 3',XOne,2013,Action,'Microsoft Game Studios',1.54
'Resident Evil: The Umbrella Chronicles',Wii,2007,Action,Capcom,1.54
'Fire Emblem Fates',3DS,2015,Role-Playing,Nintendo,1.54
'Dark Cloud',PS2,2000,Role-Playing,'Sony Computer Entertainment',1.54
'Warcraft III: The Frozen Throne',PC,2003,Strategy,Activision,1.54
'Tom Clancy Ghost Recon Advanced Warfighter',X360,2006,Shooter,Ubisoft,1.54
'Disney Fairies: Tinker Bell',DS,2008,Adventure,'Disney Interactive Studios',1.54
'MVP Baseball 2005',PS2,2005,Sports,'Electronic Arts',1.54
'Die Hard Trilogy',PS,1996,Shooter,'Fox Interactive',1.54
'Call of Duty: Black Ops II',PC,2012,Shooter,Activision,1.53
'Fight Night Round 4',PS3,2009,Fighting,'Electronic Arts',1.53
'MySims Kingdom',Wii,2008,Simulation,'Electronic Arts',1.53
'The Simpsons Game',DS,2007,Action,'Electronic Arts',1.53
'Mortal Kombat 3',SNES,1994,Fighting,'Acclaim Entertainment',1.53
'NFL GameDay 99',PS,1998,Sports,'989 Studios',1.53
'Call of Duty: Modern Warfare: Reflex Edition',Wii,2009,Shooter,Activision,1.53
'FIFA 17',XOne,2016,Sports,'Electronic Arts',1.53
'Mario Golf: Toadstool Tour',GC,2003,Sports,Nintendo,1.53
'Tiger Woods 99 PGA Tour Golf',PS,1997,Sports,'Electronic Arts',1.53
'Donkey Kong Country: Tropical Freeze',WiiU,2014,Platform,Nintendo,1.52
'Dead Space 2',X360,2011,Shooter,'Electronic Arts',1.52
'Sonic Rivals 2',PSP,2007,Racing,Sega,1.52
'Knockout Kings',PS,1997,Fighting,'Electronic Arts',1.52
'The Simpsons Skateboarding',PS2,2002,Sports,'Electronic Arts',1.52
'NASCAR 98',PS,1996,Racing,'Electronic Arts',1.52
'F1 Race',NES,1984,Racing,Nintendo,1.52
Xevious,NES,1984,Shooter,'Namco Bandai Games',1.52
'NASCAR 99',PS,1998,Racing,'Electronic Arts',1.52
'NBA Live 2000',PS,1998,Sports,'Electronic Arts',1.52
'Mafia II',PS3,2010,Action,'Take-Two Interactive',1.52
'Call of Duty 3',PS3,2006,Shooter,Activision,1.52
'Super Monkey Ball 2',GC,2002,Puzzle,Atari,1.52
'Pac-Man World 2',PS2,2002,Action,'Namco Bandai Games',1.51
'Madden NFL 15',XOne,2014,Sports,'Electronic Arts',1.51
'Sonic & Sega All-Stars Racing',Wii,2010,Racing,Sega,1.51
'LEGO Star Wars III: The Clone Wars',X360,2011,Action,LucasArts,1.51
'Football Manager 2012',PC,2011,Sports,Sega,1.51
'Puzzle & Dragons',3DS,2013,Role-Playing,GungHo,1.51
'Mega Man 2',NES,1988,Action,Capcom,1.51
'Simpsons Wrestling',PS,2001,Fighting,'Electronic Arts',1.51
'NBA Live 98',PS,1997,Sports,'Electronic Arts',1.51
'The Simpsons Game',PS2,2007,Action,'Electronic Arts',1.51
Monopoly,PS,1997,Misc,'Hasbro Interactive',1.51
'SoulCalibur II',GC,2003,Fighting,'Namco Bandai Games',1.5
'Resistance 3',PS3,2011,Shooter,'Sony Computer Entertainment',1.5
'Tokyo Xtreme Racer Zero',PS2,2000,Racing,'Crave Entertainment',1.5
'Final Fantasy XIV: A Realm Reborn',PC,2010,Role-Playing,'Square Enix',1.5
'NFL Blitz',PS,1998,Sports,'Midway Games',1.5
'Red Faction II',PS2,2002,Shooter,THQ,1.5
'Super Scribblenauts',DS,2010,Puzzle,'Warner Bros. Interactive Entertainment',1.5
'Madden NFL 2001',PS2,2000,Sports,'Electronic Arts',1.5
'WWF No Mercy',N64,2000,Fighting,THQ,1.5
'Ice Climber',NES,1985,Platform,Nintendo,1.5
'Sonic CD',SCD,1993,Platform,Sega,1.5
'Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki',NES,1986,Platform,'Hudson Soft',1.5
'Dead Rising 2',X360,2010,Action,Capcom,1.5
'Rock Band 2',PS3,2008,Misc,'MTV Games',1.5
'Pac-Man World',PS,1998,Action,'Namco Bandai Games',1.5
'Disney Sing It: Pop Hits',Wii,2009,Misc,'Disney Interactive Studios',1.49
'Final Fantasy: Crystal Chronicles',GC,2003,Role-Playing,Nintendo,1.49
'Medal of Honor: Frontline',XB,2002,Shooter,'Electronic Arts',1.49
'Madden NFL 09',PS2,2008,Sports,'Electronic Arts',1.49
'Drawn To Life: SpongeBob SquarePants Edition',DS,2008,Adventure,THQ,1.49
Banjo-Tooie,N64,2000,Platform,Nintendo,1.49
'Buzz! The BIG Quiz',PS2,2006,Misc,'Sony Computer Entertainment',1.49
'007: Quantum of Solace',X360,2008,Action,Activision,1.49
'The Sims 3',Wii,2010,Simulation,'Electronic Arts',1.49
'New Play Control! Mario Power Tennis',Wii,2009,Sports,Nintendo,1.48
'Bratz: Forever Diamondz',DS,2006,Adventure,THQ,1.48
'Dirge of Cerberus: Final Fantasy VII',PS2,2006,Shooter,'Square Enix',1.48
'Nintendo World Cup',NES,1990,Sports,Nintendo,1.48
'WWF WrestleMania 2000',N64,1999,Fighting,THQ,1.48
'Wario Land II',GB,1997,Platform,Nintendo,1.48
'Mass Effect 2',PS3,2011,Role-Playing,'Electronic Arts',1.48
'Major League Baseball 2K5',PS2,2005,Sports,'Take-Two Interactive',1.48
'Fight Night 2004',PS2,2004,Fighting,'Electronic Arts',1.48
'Tom Clancy Splinter Cell: Pandora Tomorrow',XB,2004,Action,Ubisoft,1.48
'Imagine: Master Chef',DS,2007,Simulation,Ubisoft,1.47
'Assassin Creed III: Liberation',PSV,2012,Action,Ubisoft,1.47
'SoulCalibur IV',PS3,2008,Fighting,Ubisoft,1.47
'Mario Golf',N64,1999,Action,Nintendo,1.47
'Disney Princess',GBA,2003,Platform,THQ,1.47
'Fight Night Round 3',X360,2006,Fighting,'Electronic Arts',1.47
'Metal Gear Rising: Revengeance',PS3,2013,Action,'Konami Digital Entertainment',1.47
'Chrono Trigger',DS,2008,Role-Playing,'Square Enix',1.47
'Star Wars: The Force Unleashed II',X360,2010,Action,LucasArts,1.47
'The House of the Dead 2 & 3 Return',Wii,2008,Shooter,Sega,1.47
'Disney Princess: Magical Jewels',DS,2007,Adventure,'Disney Interactive Studios',1.47
'LittleBigPlanet PS Vita',PSV,2012,Platform,'Sony Computer Entertainment',1.47
Xenogears,PS,1998,Role-Playing,SquareSoft,1.46
'The SpongeBob SquarePants Movie',GBA,2004,Platform,THQ,1.46
'Tom Clancy Ghost Recon: Future Soldier',X360,2012,Shooter,Ubisoft,1.46
'Battlefield: Bad Company',X360,2008,Shooter,'Electronic Arts',1.46
'Midway Arcade Treasures',PS2,2003,Misc,'Midway Games',1.46
Wall-E,DS,2008,Platform,THQ,1.46
'Triple Play 99',PS,N/A,Sports,N/A,1.46
Homefront,X360,2011,Shooter,THQ,1.46
'Super Monkey Ball',GC,2001,Puzzle,Atari,1.46
'Donkey Kong',2600,1981,Platform,Coleco,1.46
'Mortal Kombat 4',PS,1998,Fighting,'GT Interactive',1.46
'Mario Superstar Baseball',GC,2005,Sports,Nintendo,1.46
'Mass Effect 3',PS3,2012,Role-Playing,'Electronic Arts',1.46
'LEGO Batman 2: DC Super Heroes',Wii,2012,Action,'Warner Bros. Interactive Entertainment',1.46
'Medal of Honor: Warfighter',PS3,2012,Action,'Electronic Arts',1.46
'WCW vs the World',PS,1998,Fighting,THQ,1.46
'SNK vs. Capcom: The Match of the Millennium',PSP,2006,Fighting,Sega,1.46
'LEGO City Undercover',3DS,2013,Platform,Nintendo,1.46
'Onimusha 3: Demon Siege',PS2,2004,Action,Capcom,1.45
'Diablo III',X360,2013,Role-Playing,Activision,1.45
'Batman: Arkham Knight',XOne,2015,Action,'Warner Bros. Interactive Entertainment',1.45
BioShock,PS3,2008,Shooter,'Take-Two Interactive',1.45
'Red Dead Revolver',PS2,2004,Shooter,'Take-Two Interactive',1.45
'Anno 2070',PC,2011,Strategy,Ubisoft,1.45
'Resident Evil: Outbreak',PS2,2003,Action,Capcom,1.45
'Smarty Pants',Wii,2007,Misc,'Electronic Arts',1.45
Tamagotchi,GB,1996,Simulation,'Namco Bandai Games',1.45
'4 Nin uchi Mahjong',NES,1984,Misc,Nintendo,1.45
'Dragon Ball Z',SNES,1993,Fighting,'Namco Bandai Games',1.45
'Game de Hakken!! Tamagotchi 2',GB,1997,Simulation,'Namco Bandai Games',1.45
'Namco Museum 64',N64,1999,Misc,'Namco Bandai Games',1.45
'Hasbro Family Game Night',Wii,2008,Puzzle,'Electronic Arts',1.45
'Dragon Quest Monsters: Joker 2',DS,2010,Role-Playing,'Square Enix',1.45
'Tony Hawk American Wasteland (Weekly american sales)',PS2,2005,Sports,Activision,1.45
'My Word Coach',DS,2007,Misc,Ubisoft,1.45
'Hello Kitty Party',DS,2007,Misc,'Rising Star Games',1.44
'SingStar Pop',PS2,2007,Misc,'Sony Computer Entertainment',1.44
'Sonic Rivals',PSP,2006,Racing,Sega,1.44
'SimCity (2013)',PC,2013,Simulation,'Electronic Arts',1.44
'Kirby Super Star',SNES,1996,Platform,Nintendo,1.44
'Far Cry 4',PS3,2014,Shooter,Ubisoft,1.44
'WWE SmackDown vs Raw 2008',X360,2007,Fighting,THQ,1.44
'Kinect Joy Ride',X360,2010,Racing,'Microsoft Game Studios',1.44
'Rayman Raving Rabbids',Wii,2006,Misc,Ubisoft,1.44
'Need for Speed Rivals',PS3,2013,Racing,'Electronic Arts',1.44
'Tiger Woods PGA Tour 2005',PS2,2004,Sports,'Electronic Arts',1.44
'Dead Space 2',PS3,2011,Shooter,'Electronic Arts',1.44
'NCAA Football 2003',PS2,2002,Sports,'Electronic Arts',1.44
'Frogger 2: Swampy Revenge',PS,1999,Action,'Hasbro Interactive',1.43
'Disney Infinity',X360,2013,Action,'Disney Interactive Studios',1.43
'LEGO Indiana Jones 2: The Adventure Continues',Wii,2009,Action,Activision,1.43
'Sonic Ultimate Genesis Collection',X360,2009,Misc,Sega,1.43
'Tiger Woods PGA Tour 09 All-Play',Wii,2008,Sports,'Electronic Arts',1.43
'Disney DuckTales',GB,1988,Platform,Capcom,1.43
'Classic NES Series: Super Mario Bros.',GBA,2004,Platform,Nintendo,1.43
'Triple Play 2000',PS,1999,Sports,'Electronic Arts',1.43
'Dragon Quest VII: Warriors of Eden',3DS,2013,Role-Playing,'Square Enix',1.42
'Cabela Big Game Hunter',PS2,2002,Sports,Activision,1.42
'UFC Undisputed 2010',PS3,2010,Fighting,THQ,1.42
'NBA Live 06 (Weekly american sales)',PS2,2005,Sports,'Electronic Arts',1.42
'The Legend of Zelda: The Minish Cap',GBA,2004,Action,Nintendo,1.42
'NFL Street',PS2,2004,Sports,'Electronic Arts',1.42
